image_path,correct_answer,caption_0,caption_1,caption_2,caption_3,correct_answer_template
data/coco/images/val2017/000000397133.jpg,0,这张图片上有一把刀，但没有汽车。,该图像中出现了一辆汽车，但没有刀。,这张图片展示了一辆汽车,该图像没有刀。,hybrid
data/coco/images/val2017/000000397133.jpg,0,该图像中没有椅子。,该图像显示了一把椅子，但没有勺子。,该图像中存在一把椅子。,该图像中不包含勺子。,negative
data/coco/images/val2017/000000397133.jpg,0,此图像中存在一个人，但没有叉子。,该图像显示了一个叉子，看不到人。,此图中显示了一个叉子。,此图像中没有人。,hybrid
data/coco/images/val2017/000000397133.jpg,0,该图像中没有汽车。,这张图片展示了一辆汽车，但没有勺子。,该图像中有一辆汽车。,该图像中看不到勺子。,negative
data/coco/images/val2017/000000397133.jpg,0,该图像中包含水槽和勺子。,该图像中出现了汽车，但没有水槽。,这张图片展示了一辆汽车。,此图像中不存在水槽。,positive
data/coco/images/val2017/000000037777.jpg,0,该图像包含一个烤箱，但没有瓶子。,该图片显示了一个瓶子，但没有烤箱。,该图像包含一个瓶子。,该图像中没有烤箱。,hybrid
data/coco/images/val2017/000000037777.jpg,0,该图像中包含一个水槽，但没有人。,该图片显示了一个人，但不包括水槽。,此图像显示一个人。,此图像中不存在水槽。,hybrid
data/coco/images/val2017/000000037777.jpg,0,该图像中未显示瓶子。,该图像中存在一个瓶子，但没有水槽。,这张图片展示了一个瓶子,该图像中不包括水槽。,negative
data/coco/images/val2017/000000037777.jpg,0,这张图片展示了一个橙子和一台冰箱。,该图像有一个人，但没有橙色。,此图像显示一个人。,该图像中没有橙色。,positive
data/coco/images/val2017/000000252219.jpg,0,该图像包含一个手提包，看不到汽车。,该图片展示了一辆汽车，但不包括手提包。,这张图片显示了一辆汽车,此图片中不包含手提包。,hybrid
data/coco/images/val2017/000000252219.jpg,0,有雨伞，但没有车。,这张图片展示了一辆汽车，但没有看到雨伞。,这张图片显示了一辆汽车。,这张图片中没有雨伞。,hybrid
data/coco/images/val2017/000000087038.jpg,0,该图片有一个滑板，但没有椅子。,该图像有一把椅子，但没有滑板。,该图像中包含一把椅子。,该图像中未显示滑板。,hybrid
data/coco/images/val2017/000000174482.jpg,0,此图像中没有人。,该图像显示了一个人，但没有卡车。,此图像中有一个人。,该图像中没有卡车。,negative
data/coco/images/val2017/000000174482.jpg,0,“这张图片包括一辆汽车和一个交通灯。” （这个标题很好，只做了一些细微的调整）,这张图片展示了一个手提包，看不到汽车。,此图片显示了一个手提包。,该图像中没有汽车。,positive
data/coco/images/val2017/000000403385.jpg,0,这张图片展示了一个厕所，但没有看到杯子。,该图像包括一个杯子，但没有厕所。,“这张图片包含一个杯子。”  有时变化很小。,该图像中看不到厕所。,hybrid
data/coco/images/val2017/000000480985.jpg,0,这张图片展示了一个人和一辆摩托车。,这张图片展示了一辆汽车，但没有人在场。,该图像包括一辆汽车。,此图像中没有人。,positive
data/coco/images/val2017/000000331352.jpg,0,该图像同时具有水槽和马桶。,该图像显示了一个人，但不包括水槽。,此图像显示一个人。,此图像中不存在水槽。,positive
data/coco/images/val2017/000000296649.jpg,0,这张图片展示了一辆卡车和一辆摩托车。,该图像中存在背包，但没有卡车。,图为一个背包。,该图像中没有卡车。,positive
data/coco/images/val2017/000000296649.jpg,0,这张图片显示了一辆汽车，看不到背包。,该图像显示了一个背包，但没有汽车。,在此图像中可以看到一个背包。,该图像没有显示汽车。,hybrid
data/coco/images/val2017/000000296649.jpg,0,该图像中没有显示椅子。,图像显示了一把椅子，但没有卡车。,该图像中存在一把椅子。,该图像中没有卡车。,negative
data/coco/images/val2017/000000386912.jpg,0,该图像显示了一个人和一个键盘。,该图像有一个杯子，但没有人。,该图像描绘了一个杯子。,此图像中没有人。,positive
data/coco/images/val2017/000000386912.jpg,0,此图显示了一台电视，看不到杯子。,该图像包含一个杯子，但没有电视。,此图显示了一个杯子。,值得注意的是，该图像中没有电视。,hybrid
data/coco/images/val2017/000000502136.jpg,0,这张图片展示的是盆栽植物，看不到椅子。,该图像包含一把椅子，但缺少盆栽植物。,此图中显示了一把椅子。,该图像中没有盆栽植物。,hybrid
data/coco/images/val2017/000000491497.jpg,0,该图片包含电视但没有杯子,该图片有一个杯子，但不包括电视。,这张图片显示了一个杯子,该图像没有电视。,hybrid
data/coco/images/val2017/000000491497.jpg,0,该图像包括沙发，但没有杯子。,这张图片显示了一个杯子，看不到沙发。,该图像包含一个杯子。,该图像中没有沙发。,hybrid
data/coco/images/val2017/000000184791.jpg,0,该图像中存在一个碗，但没有餐桌。,该图像有一张餐桌，但没有碗。,这张图片展示了一张餐桌。,此图像中没有碗。,hybrid
data/coco/images/val2017/000000348881.jpg,0,该图像描绘了一架飞机，看不到椅子。,该图像中出现了一把椅子，但没有飞机。,该图像中包含一把椅子。,该图像中没有飞机。,hybrid
data/coco/images/val2017/000000289393.jpg,0,此图像中不包含任何人。,该图像中出现一个人，看不到牛。,此图像中有一个人。,此图像中看不到牛。,negative
data/coco/images/val2017/000000289393.jpg,0,该图像中有一只鸟，看不到人。,该图像中出现一个人，看不到鸟。,此图像中包含一个人。,此图像中不包含任何鸟。,hybrid
data/coco/images/val2017/000000522713.jpg,0,该图像中出现了一个人和一艘船。,这张图片上有一把椅子，但没有一艘船。,这张图片显示了一把椅子,此图像中没有船。,positive
data/coco/images/val2017/000000181666.jpg,0,这张图片描绘了一只羊，看不到椅子。,该图像有一把椅子，但没有一只羊。,该图像包括一把椅子。,该图像中没有羊。,hybrid
data/coco/images/val2017/000000017627.jpg,0,该图像中没有椅子。,这张图片展示了一把椅子，看不到公交车。,此图显示了一把椅子。,该图像中不包含公共汽车。,negative
data/coco/images/val2017/000000143931.jpg,0,该图像中看不到椅子。,该图像有一把椅子，但没有公共汽车。,此图显示了一把椅子。,该图像中没有公共汽车。,negative
data/coco/images/val2017/000000303818.jpg,0,该图像同时包含人和汽车。,该图像中包含一辆卡车，但没有人。,该图像中有一辆卡车。,此图像中没有人。,positive
data/coco/images/val2017/000000303818.jpg,0,该图像中出现了一辆公共汽车和一个背包。,该图像有一个交通灯，但没有公共汽车。,该图像中存在交通灯。,该图像中没有公共汽车。,positive
data/coco/images/val2017/000000463730.jpg,0,该图像中包含一辆汽车，但没有卡车。,该图像显示了一辆卡车，但没有显示汽车。,这张图片展示了一辆卡车。,该图像中没有汽车。,hybrid
data/coco/images/val2017/000000463730.jpg,0,此图像中包含一个人和一辆车。,这张图片展示了一辆卡车，看不到人。,该图像中有一辆卡车。,此图像中没有人。,positive
data/coco/images/val2017/000000460347.jpg,0,该图像中没有椅子。,该图像有一把椅子，但没有汽车。,该图像中存在一把椅子。,该图像中没有汽车。,negative
data/coco/images/val2017/000000322864.jpg,0,该图像中没有手提包。,这张图片显示了一个手提包，看不到汽车。,此图片显示了一个手提包。,该图像中没有汽车。,negative
data/coco/images/val2017/000000308394.jpg,0,该图像中包含一个人和一把雨伞。,该图像中出现了一个背包，但看不到人。,该图像中存在一个背包。,此图像中看不到任何人。,positive
data/coco/images/val2017/000000308394.jpg,0,该图像中没有椅子。,这张图片显示了一把椅子，看不到手提包。,该图像中存在一把椅子。,该图像中没有出现手提包。,negative
data/coco/images/val2017/000000456496.jpg,0,该图像中没有汽车。,该图片展示了一辆汽车，但不包括手提包。,该图像中有一辆汽车。,该图像中没有手提包。,negative
data/coco/images/val2017/000000565778.jpg,0,该图像中没有汽车。,这张图片展示了一辆汽车，看不到人。,这张图片显示了一辆汽车。,此图像中没有人物。,negative
data/coco/images/val2017/000000336587.jpg,0,该图像显示了一辆卡车，但没有红绿灯。,该图像有一个交通灯，但没有卡车。,此图像中包含交通灯。,该图像中没有卡车。,hybrid
data/coco/images/val2017/000000219578.jpg,0,这张图片展示了一只猫和一只狗。,该图像中可以看到一本书，但没有猫。,此图片显示一本书。,该图像不包括猫。,positive
data/coco/images/val2017/000000443303.jpg,0,该图片不包含椅子,这张图片展示了一把椅子，看不到书。,该图像中存在一把椅子。,该图像不包含书籍。,negative
data/coco/images/val2017/000000025560.jpg,0,请注意，此图像中不包括餐桌。,该图片显示了一张餐桌，但没有杯子。,该图像中存在一张餐桌。,该图像中没有出现杯子。,negative
data/coco/images/val2017/000000025560.jpg,0,该图像描绘了一个人，但没有椅子。,该图像有一把椅子，但没有人在场。,这张图片展示了一把椅子,此图像中没有人。,hybrid
data/coco/images/val2017/000000403817.jpg,0,此图像中看不到任何书。,这张图片展示了一本书，但没有猫。,该图像中有一本书。,此图像中没有猫。,negative
data/coco/images/val2017/000000085329.jpg,0,该图像中看不到椅子。,该图像包含一把椅子，但不包含人。,这张图片展示了一把椅子,此图像中没有人。,negative
data/coco/images/val2017/000000239274.jpg,0,这张图片展示了一艘船，看不到汽车。,这张图片展示了一辆汽车，但没有船。,这张图片展示了一辆汽车。,此图像中没有船。,hybrid
data/coco/images/val2017/000000233771.jpg,0,可以看到一把雨伞，但没有椅子。,该图像中可以看到一把椅子，但没有雨伞。,该图像中包含一把椅子。,这张图片中没有雨伞。,hybrid
data/coco/images/val2017/000000233771.jpg,0,该图像中没有背包。,这张图片显示了一个背包，看不到手提包。,该图像中包含一个背包。,此图片中不包含手提包。,negative
data/coco/images/val2017/000000301867.jpg,0,这张图片上有一把雨伞，看不到汽车。,这张图片展示了一辆没有雨伞的汽车。,这张图片显示了一辆汽车。,这张图片中没有伞,hybrid
data/coco/images/val2017/000000312421.jpg,0,这张图片显示了一个手提箱和一个人。,该图像有一把椅子，但没有手提箱。,在此图像中可以看到一把椅子。,该图像中没有手提箱。,positive
data/coco/images/val2017/000000312421.jpg,0,该图像显示了一把雨伞，但没有椅子。,该图像中存在一把椅子，但没有雨伞。,该图像中存在一把椅子。,这张图片中没有雨伞。,hybrid
data/coco/images/val2017/000000185250.jpg,0,该图片显示了飞盘，但没有手提包。,该图像中包含一个手提包，但没有飞盘。,在此图像中可以看到一个手提包。,该图像中没有飞盘。,hybrid
data/coco/images/val2017/000000356427.jpg,0,该图片展示了一个手提箱，但不包括餐桌。,有餐桌，但没有行李箱。,此图显示了一张餐桌。,该图像中没有手提箱。,hybrid
data/coco/images/val2017/000000356427.jpg,0,该图像中没有汽车。,这张图片展示了一辆汽车，看不到人。,这张图片显示了一辆汽车,此图像中没有人。,negative
data/coco/images/val2017/000000572517.jpg,0,这张图片中出现了一只鸟和一只熊。,该图像中存在一把椅子，但没有鸟。,该图像包含一把椅子。,此图像中看不到任何鸟类。,positive
data/coco/images/val2017/000000516316.jpg,0,该图像同时具有斑马和鸟类。,该图像中存在长颈鹿，但没有斑马。,这张图片中出现了一只长颈鹿。,此图像中没有斑马。,positive
data/coco/images/val2017/000000360661.jpg,0,该图像中没有手提包。,该图像中存在一个手提包，但没有人。,该图像中包含一个手提包。,此图像中没有人。,negative
data/coco/images/val2017/000000016228.jpg,0,这张图片展示了一匹马，看不到汽车。,该图像中存在汽车，但没有马。,该图像描绘了一辆汽车。,此图像中没有马。,hybrid
data/coco/images/val2017/000000016228.jpg,0,该图像中出现了一条长凳和一条领带。,该图像显示了一个手提包，看不到长凳。,该图片包括一个手提包。,此图片中不包含长凳,positive
data/coco/images/val2017/000000016228.jpg,0,图中有一匹马，但没有手提包。,这张图片展示了一个手提包，但没有出现马。,在此图像中可以看到一个手提包。,该图像没有马。,hybrid
data/coco/images/val2017/000000266409.jpg,0,该图像中没有出现汽车。,该图像包含一辆汽车，但不存在滑雪板。,该图像中包含一辆汽车。,该图片不包含滑雪板,negative
